timestamp,latitude,longitude,rainfall_mm,forecast_hours,source,is_forecast,ward_id,data_source_type
2026-08-12T18:22:35.250415+00:00,19.02,72.84,1.02,72,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-09T18:22:35.250415+00:00,19.07,72.88,2.84,0,synthetic_sensor,False,2,SYNTHETIC_DEMO_DATA
2026-08-10T18:22:35.250415+00:00,19.07,72.88,2.53,24,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-11T18:22:35.250415+00:00,19.07,72.88,2.66,48,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-12T18:22:35.250415+00:00,19.07,72.88,2.73,72,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-09T18:22:35.250415+00:00,19.125,72.855,1.83,0,synthetic_sensor,False,3,SYNTHETIC_DEMO_DATA
2026-08-10T18:22:35.250415+00:00,19.125,72.855,1.99,24,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-11T18:22:35.250415+00:00,19.125,72.855,1.67,48,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-12T18:22:35.250415+00:00,19.125,72.855,1.84,72,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-09T18:22:35.250415+00:00,19.04,72.86,2.69,0,synthetic_sensor,False,4,SYNTHETIC_DEMO_DATA
2026-08-10T18:22:35.250415+00:00,19.04,72.86,2.32,24,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-11T18:22:35.250415+00:00,19.04,72.86,2.78,48,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-12T18:22:35.250415+00:00,19.04,72.86,2.42,72,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-09T19:22:35.250415+00:00,19.02,72.84,0.2,0,synthetic_sensor,False,1,SYNTHETIC_DEMO_DATA
2026-08-10T19:22:35.250415+00:00,19.02,72.84,0.23,24,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-11T19:22:35.250415+00:00,19.02,72.84,0.23,48,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-12T19:22:35.250415+00:00,19.02,72.84,0.22,72,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-09T19:22:35.250415+00:00,19.07,72.88,1.09,0,synthetic_sensor,False,2,SYNTHETIC_DEMO_DATA
2026-08-10T19:22:35.250415+00:00,19.07,72.88,0.96,24,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-11T19:22:35.250415+00:00,19.07,72.88,1.15,48,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-12T19:22:35.250415+00:00,19.07,72.88,1.07,72,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-09T19:22:35.250415+00:00,19.125,72.855,0.39,0,synthetic_sensor,False,3,SYNTHETIC_DEMO_DATA
2026-08-10T19:22:35.250415+00:00,19.125,72.855,0.39,24,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-11T19:22:35.250415+00:00,19.125,72.855,0.34,48,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-12T19:22:35.250415+00:00,19.125,72.855,0.44,72,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-09T19:22:35.250415+00:00,19.04,72.86,0.9,0,synthetic_sensor,False,4,SYNTHETIC_DEMO_DATA
2026-08-10T19:22:35.250415+00:00,19.04,72.86,0.94,24,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-11T19:22:35.250415+00:00,19.04,72.86,0.85,48,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-12T19:22:35.250415+00:00,19.04,72.86,0.91,72,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-09T20:22:35.250415+00:00,19.02,72.84,2.37,0,synthetic_sensor,False,1,SYNTHETIC_DEMO_DATA
2026-08-10T20:22:35.250415+00:00,19.02,72.84,2.15,24,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-11T20:22:35.250415+00:00,19.02,72.84,2.7,48,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-12T20:22:35.250415+00:00,19.02,72.84,2.57,72,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-09T20:22:35.250415+00:00,19.07,72.88,8.42,0,synthetic_sensor,False,2,SYNTHETIC_DEMO_DATA
2026-08-10T20:22:35.250415+00:00,19.07,72.88,9.42,24,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-11T20:22:35.250415+00:00,19.07,72.88,8.67,48,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-12T20:22:35.250415+00:00,19.07,72.88,9.49,72,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-09T20:22:35.250415+00:00,19.125,72.855,0.28,0,synthetic_sensor,False,3,SYNTHETIC_DEMO_DATA
2026-08-10T20:22:35.250415+00:00,19.125,72.855,0.25,24,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-11T20:22:35.250415+00:00,19.125,72.855,0.24,48,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-12T20:22:35.250415+00:00,19.125,72.855,0.27,72,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-09T20:22:35.250415+00:00,19.04,72.86,1.48,0,synthetic_sensor,False,4,SYNTHETIC_DEMO_DATA
2026-08-10T20:22:35.250415+00:00,19.04,72.86,1.38,24,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-11T20:22:35.250415+00:00,19.04,72.86,1.63,48,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-12T20:22:35.250415+00:00,19.04,72.86,1.42,72,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-09T21:22:35.250415+00:00,19.02,72.84,0.99,0,synthetic_sensor,False,1,SYNTHETIC_DEMO_DATA
2026-08-10T21:22:35.250415+00:00,19.02,72.84,1.0,24,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-11T21:22:35.250415+00:00,19.02,72.84,0.88,48,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-12T21:22:35.250415+00:00,19.02,72.84,1.08,72,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-09T21:22:35.250415+00:00,19.07,72.88,0.23,0,synthetic_sensor,False,2,SYNTHETIC_DEMO_DATA
2026-08-10T21:22:35.250415+00:00,19.07,72.88,0.26,24,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-11T21:22:35.250415+00:00,19.07,72.88,0.25,48,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-12T21:22:35.250415+00:00,19.07,72.88,0.21,72,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-09T21:22:35.250415+00:00,19.125,72.855,0.02,0,synthetic_sensor,False,3,SYNTHETIC_DEMO_DATA
2026-08-10T21:22:35.250415+00:00,19.125,72.855,0.02,24,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-11T21:22:35.250415+00:00,19.125,72.855,0.02,48,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-12T21:22:35.250415+00:00,19.125,72.855,0.02,72,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-09T21:22:35.250415+00:00,19.04,72.86,4.43,0,synthetic_sensor,False,4,SYNTHETIC_DEMO_DATA
2026-08-10T21:22:35.250415+00:00,19.04,72.86,3.86,24,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-11T21:22:35.250415+00:00,19.04,72.86,4.24,48,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-12T21:22:35.250415+00:00,19.04,72.86,3.92,72,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-09T22:22:35.250415+00:00,19.02,72.84,5.97,0,synthetic_sensor,False,1,SYNTHETIC_DEMO_DATA
2026-08-10T22:22:35.250415+00:00,19.02,72.84,6.19,24,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-11T22:22:35.250415+00:00,19.02,72.84,5.67,48,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-12T22:22:35.250415+00:00,19.02,72.84,5.19,72,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-09T22:22:35.250415+00:00,19.07,72.88,1.12,0,synthetic_sensor,False,2,SYNTHETIC_DEMO_DATA
2026-08-10T22:22:35.250415+00:00,19.07,72.88,1.06,24,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-11T22:22:35.250415+00:00,19.07,72.88,1.2,48,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-12T22:22:35.250415+00:00,19.07,72.88,1.17,72,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-09T22:22:35.250415+00:00,19.125,72.855,6.55,0,synthetic_sensor,False,3,SYNTHETIC_DEMO_DATA
2026-08-10T22:22:35.250415+00:00,19.125,72.855,6.5,24,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-11T22:22:35.250415+00:00,19.125,72.855,5.8,48,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-12T22:22:35.250415+00:00,19.125,72.855,6.97,72,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-09T22:22:35.250415+00:00,19.04,72.86,4.29,0,synthetic_sensor,False,4,SYNTHETIC_DEMO_DATA
2026-08-10T22:22:35.250415+00:00,19.04,72.86,4.37,24,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-11T22:22:35.250415+00:00,19.04,72.86,4.64,48,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-12T22:22:35.250415+00:00,19.04,72.86,4.28,72,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-09T23:22:35.250415+00:00,19.02,72.84,2.22,0,synthetic_sensor,False,1,SYNTHETIC_DEMO_DATA
2026-08-10T23:22:35.250415+00:00,19.02,72.84,2.17,24,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-11T23:22:35.250415+00:00,19.02,72.84,1.9,48,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-12T23:22:35.250415+00:00,19.02,72.84,1.96,72,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-09T23:22:35.250415+00:00,19.07,72.88,0.1,0,synthetic_sensor,False,2,SYNTHETIC_DEMO_DATA
2026-08-10T23:22:35.250415+00:00,19.07,72.88,0.1,24,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-11T23:22:35.250415+00:00,19.07,72.88,0.09,48,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-12T23:22:35.250415+00:00,19.07,72.88,0.1,72,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-09T23:22:35.250415+00:00,19.125,72.855,7.14,0,synthetic_sensor,False,3,SYNTHETIC_DEMO_DATA
2026-08-10T23:22:35.250415+00:00,19.125,72.855,6.6,24,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-11T23:22:35.250415+00:00,19.125,72.855,6.95,48,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-12T23:22:35.250415+00:00,19.125,72.855,7.69,72,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-09T23:22:35.250415+00:00,19.04,72.86,0.78,0,synthetic_sensor,False,4,SYNTHETIC_DEMO_DATA
2026-08-10T23:22:35.250415+00:00,19.04,72.86,0.68,24,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-11T23:22:35.250415+00:00,19.04,72.86,0.73,48,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-12T23:22:35.250415+00:00,19.04,72.86,0.7,72,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-10T00:22:35.250415+00:00,19.02,72.84,7.96,0,synthetic_sensor,False,1,SYNTHETIC_DEMO_DATA
2026-08-11T00:22:35.250415+00:00,19.02,72.84,8.7,24,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-12T00:22:35.250415+00:00,19.02,72.84,8.28,48,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-13T00:22:35.250415+00:00,19.02,72.84,8.85,72,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-10T00:22:35.250415+00:00,19.07,72.88,4.88,0,synthetic_sensor,False,2,SYNTHETIC_DEMO_DATA
2026-08-11T00:22:35.250415+00:00,19.07,72.88,4.42,24,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-12T00:22:35.250415+00:00,19.07,72.88,5.45,48,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-13T00:22:35.250415+00:00,19.07,72.88,4.94,72,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-10T00:22:35.250415+00:00,19.125,72.855,4.94,0,synthetic_sensor,False,3,SYNTHETIC_DEMO_DATA
2026-08-11T00:22:35.250415+00:00,19.125,72.855,5.53,24,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-12T00:22:35.250415+00:00,19.125,72.855,4.67,48,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-13T00:22:35.250415+00:00,19.125,72.855,4.36,72,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-10T00:22:35.250415+00:00,19.04,72.86,0.78,0,synthetic_sensor,False,4,SYNTHETIC_DEMO_DATA
2026-08-11T00:22:35.250415+00:00,19.04,72.86,0.76,24,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-12T00:22:35.250415+00:00,19.04,72.86,0.85,48,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-13T00:22:35.250415+00:00,19.04,72.86,0.86,72,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-10T01:22:35.250415+00:00,19.02,72.84,0.02,0,synthetic_sensor,False,1,SYNTHETIC_DEMO_DATA
2026-08-11T01:22:35.250415+00:00,19.02,72.84,0.02,24,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-12T01:22:35.250415+00:00,19.02,72.84,0.02,48,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-13T01:22:35.250415+00:00,19.02,72.84,0.02,72,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-10T01:22:35.250415+00:00,19.07,72.88,0.38,0,synthetic_sensor,False,2,SYNTHETIC_DEMO_DATA
2026-08-11T01:22:35.250415+00:00,19.07,72.88,0.36,24,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-12T01:22:35.250415+00:00,19.07,72.88,0.43,48,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-13T01:22:35.250415+00:00,19.07,72.88,0.36,72,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-10T01:22:35.250415+00:00,19.125,72.855,2.19,0,synthetic_sensor,False,3,SYNTHETIC_DEMO_DATA
2026-08-11T01:22:35.250415+00:00,19.125,72.855,2.32,24,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-12T01:22:35.250415+00:00,19.125,72.855,2.1,48,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-13T01:22:35.250415+00:00,19.125,72.855,2.5,72,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-10T01:22:35.250415+00:00,19.04,72.86,9.85,0,synthetic_sensor,False,4,SYNTHETIC_DEMO_DATA
2026-08-11T01:22:35.250415+00:00,19.04,72.86,9.12,24,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-12T01:22:35.250415+00:00,19.04,72.86,9.84,48,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-13T01:22:35.250415+00:00,19.04,72.86,9.26,72,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-10T02:22:35.250415+00:00,19.02,72.84,1.01,0,synthetic_sensor,False,1,SYNTHETIC_DEMO_DATA
2026-08-11T02:22:35.250415+00:00,19.02,72.84,0.87,24,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-12T02:22:35.250415+00:00,19.02,72.84,1.04,48,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-13T02:22:35.250415+00:00,19.02,72.84,1.01,72,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-10T02:22:35.250415+00:00,19.07,72.88,0.16,0,synthetic_sensor,False,2,SYNTHETIC_DEMO_DATA
2026-08-11T02:22:35.250415+00:00,19.07,72.88,0.15,24,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-12T02:22:35.250415+00:00,19.07,72.88,0.18,48,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-13T02:22:35.250415+00:00,19.07,72.88,0.15,72,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-10T02:22:35.250415+00:00,19.125,72.855,0.47,0,synthetic_sensor,False,3,SYNTHETIC_DEMO_DATA
2026-08-11T02:22:35.250415+00:00,19.125,72.855,0.47,24,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-12T02:22:35.250415+00:00,19.125,72.855,0.54,48,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-13T02:22:35.250415+00:00,19.125,72.855,0.43,72,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-10T02:22:35.250415+00:00,19.04,72.86,3.35,0,synthetic_sensor,False,4,SYNTHETIC_DEMO_DATA
2026-08-11T02:22:35.250415+00:00,19.04,72.86,3.61,24,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-12T02:22:35.250415+00:00,19.04,72.86,3.09,48,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-13T02:22:35.250415+00:00,19.04,72.86,3.58,72,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-10T03:22:35.250415+00:00,19.02,72.84,1.38,0,synthetic_sensor,False,1,SYNTHETIC_DEMO_DATA
2026-08-11T03:22:35.250415+00:00,19.02,72.84,1.43,24,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-12T03:22:35.250415+00:00,19.02,72.84,1.44,48,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-13T03:22:35.250415+00:00,19.02,72.84,1.39,72,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-10T03:22:35.250415+00:00,19.07,72.88,0.28,0,synthetic_sensor,False,2,SYNTHETIC_DEMO_DATA
2026-08-11T03:22:35.250415+00:00,19.07,72.88,0.31,24,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-12T03:22:35.250415+00:00,19.07,72.88,0.26,48,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-13T03:22:35.250415+00:00,19.07,72.88,0.25,72,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-10T03:22:35.250415+00:00,19.125,72.855,0.12,0,synthetic_sensor,False,3,SYNTHETIC_DEMO_DATA
2026-08-11T03:22:35.250415+00:00,19.125,72.855,0.12,24,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-12T03:22:35.250415+00:00,19.125,72.855,0.13,48,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-13T03:22:35.250415+00:00,19.125,72.855,0.1,72,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-10T03:22:35.250415+00:00,19.04,72.86,2.15,0,synthetic_sensor,False,4,SYNTHETIC_DEMO_DATA
2026-08-11T03:22:35.250415+00:00,19.04,72.86,1.97,24,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-12T03:22:35.250415+00:00,19.04,72.86,2.24,48,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-13T03:22:35.250415+00:00,19.04,72.86,1.94,72,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-10T04:22:35.250415+00:00,19.02,72.84,3.52,0,synthetic_sensor,False,1,SYNTHETIC_DEMO_DATA
2026-08-11T04:22:35.250415+00:00,19.02,72.84,3.4,24,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-12T04:22:35.250415+00:00,19.02,72.84,3.98,48,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-13T04:22:35.250415+00:00,19.02,72.84,3.14,72,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-10T04:22:35.250415+00:00,19.07,72.88,1.25,0,synthetic_sensor,False,2,SYNTHETIC_DEMO_DATA
2026-08-11T04:22:35.250415+00:00,19.07,72.88,1.11,24,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-12T04:22:35.250415+00:00,19.07,72.88,1.41,48,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-13T04:22:35.250415+00:00,19.07,72.88,1.39,72,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-10T04:22:35.250415+00:00,19.125,72.855,0.89,0,synthetic_sensor,False,3,SYNTHETIC_DEMO_DATA
2026-08-11T04:22:35.250415+00:00,19.125,72.855,0.93,24,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-12T04:22:35.250415+00:00,19.125,72.855,0.97,48,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-13T04:22:35.250415+00:00,19.125,72.855,0.9,72,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-10T04:22:35.250415+00:00,19.04,72.86,2.26,0,synthetic_sensor,False,4,SYNTHETIC_DEMO_DATA
2026-08-11T04:22:35.250415+00:00,19.04,72.86,2.08,24,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-12T04:22:35.250415+00:00,19.04,72.86,1.98,48,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-13T04:22:35.250415+00:00,19.04,72.86,2.53,72,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
2026-08-10T05:22:35.250415+00:00,19.02,72.84,6.92,0,synthetic_sensor,False,1,SYNTHETIC_DEMO_DATA
2026-08-11T05:22:35.250415+00:00,19.02,72.84,7.2,24,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-12T05:22:35.250415+00:00,19.02,72.84,6.59,48,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-13T05:22:35.250415+00:00,19.02,72.84,6.61,72,synthetic_imd_forecast,True,1,SYNTHETIC_DEMO_DATA
2026-08-10T05:22:35.250415+00:00,19.07,72.88,3.88,0,synthetic_sensor,False,2,SYNTHETIC_DEMO_DATA
2026-08-11T05:22:35.250415+00:00,19.07,72.88,4.34,24,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-12T05:22:35.250415+00:00,19.07,72.88,4.33,48,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-13T05:22:35.250415+00:00,19.07,72.88,4.21,72,synthetic_imd_forecast,True,2,SYNTHETIC_DEMO_DATA
2026-08-10T05:22:35.250415+00:00,19.125,72.855,3.08,0,synthetic_sensor,False,3,SYNTHETIC_DEMO_DATA
2026-08-11T05:22:35.250415+00:00,19.125,72.855,2.7,24,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-12T05:22:35.250415+00:00,19.125,72.855,2.77,48,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-13T05:22:35.250415+00:00,19.125,72.855,3.45,72,synthetic_imd_forecast,True,3,SYNTHETIC_DEMO_DATA
2026-08-10T05:22:35.250415+00:00,19.04,72.86,2.8,0,synthetic_sensor,False,4,SYNTHETIC_DEMO_DATA
2026-08-11T05:22:35.250415+00:00,19.04,72.86,2.39,24,synthetic_imd_forecast,True,4,SYNTHETIC_DEMO_DATA
